prodcode	dmdcode	therapyevents	gemscriptcode	productname	drugsubstancename	substancestrength	formulation	routeofadministration	bnfcode	bnfheader	databasebuild
81656	38268911000001102	6706	92300021	Lenzetto 1.53mg/dose transdermal spray (Gedeon Richter (UK) Ltd)	Estradiol hemihydrate	1.53mg	Spray	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	September 2020
67806	14226511000001104	536	06721020	Estraderm TTS 50 patches (Sigma Pharmaceuticals Plc)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	October 2016
67648	23948311000001106	14	22960021	Progesterone 25mg/1.119ml solution for injection vials	Progesterone	22.35mg/1ml	Solution for injection	Subcutaneous/Intramuscular	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	September 2016
300	39704411000001107	171880	66868020	Tamoxifen 10mg tablets	Tamoxifen citrate	10mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	February 2009
38962	448111000001103	1	63238020	Clomifene 50mg tablets (Wockhardt UK Ltd)	Clomifene citrate	50mg	Tablet	Oral	06040104/06050150	Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens	February 2009
18600	242815001000027101	935	90885020	Estradiol 75micrograms/24hr twice weekly patch	Estradiol	75micrograms/24 hours	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
22975	8801211000001108	885	89176020	Estradiol 1mg / Drospirenone 2mg tablets	Estradiol hemihydrate/Drospirenone	1mg + 2mg	Tablet	Oral	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	February 2009
40836	3664211000001102	3946	97261020	Estradiol 500microgram gel sachets	Estradiol hemihydrate	500microgram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	November 2009
73046	35086211000001109	12	79634021	Levonorgestrel 19.5mg intrauterine device	Levonorgestrel	19.5mg	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	September 2018
2420	907611000001100	69852	56334020	Provera 10mg tablets (Pfizer Ltd)	Medroxyprogesterone acetate	10mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
3433	227665001000027109	31472	84798020	Sandrena 0.10% Gel (Organon Laboratories Ltd)	Estradiol	0.10%	Gel	Transdermal	06040101	Oestrogens And HRT	February 2009
65523	28006811000001103	2	40757021	Isteranda 1.5mg tablets (Sandoz Ltd)	Levonorgestrel	1.5mg	Tablet	Oral	06040103/07030550	Progestogen Products Doubling (In House Use)/Hormonal Methods	February 2016
58516	3542811000001106	38	12920020	Generic Femoston 2/10mg tablets			Not applicable	Route of administration not applicable	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	January 2014
2549	327281003	36001	69523020	Medroxyprogesterone 100mg tablets	Medroxyprogesterone acetate	100mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
74861	5371511000001106	13	06739020	Evorel 100 patches (Waymade Healthcare Plc)	Estradiol	100microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2019
6906	39718011000001105	17386	79599020	Levonorgestrel 20micrograms/24hours intrauterine device	Levonorgestrel	20microgram/24hour	Intrauterine device	Intrauterine	06040103/07030203	Progestogen Products Doubling (In House Use)/Intra-Uterine Progestogen-Only Device	February 2009
14027	203055001000027104	1753	77080020	Estradiol with (estradiol with norethisterone acetate) 1mg with (1mg with 1mg) tablets	Estradiol Hemihydrate/Norethisterone Acetate	1mg + (1mg + 1mg)	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
4039	3046611000001105	22052	57199020	Tri-Minulet tablets (Wyeth Pharmaceuticals)			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
6082	2902911000001105	12602	86126020	FemSeven 75 patches (Theramex HQ UK Ltd)	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
65777	29910811000001108	5218	52777021	Bimizza 150microgram/20microgram tablets (Morningside Healthcare Ltd)	Desogestrel/Ethinylestradiol	150microgram + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	March 2016
82334	18493711000001105	0	06803020	Livial 2.5mg tablets (Necessity Supplies Ltd)	Tibolone	2.5mg	Tablet	Oral	06040101	Oestrogens And HRT	January 2021
18275	13035001000027108	106	49673020	Gestanin Tablet (Organon Laboratories Ltd)	Allylestrenol		Tablet	Oral	06040102	Progestogens And Progesterone Receptor Modulators	February 2009
65068	29911411000001102	2292	52849021	Yacella 0.03mg/3mg tablets (Morningside Healthcare Ltd)	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	December 2015
7251	4501211000001106	888	78218020	FemTab 1mg tablets (Merck Serono Ltd)	Estradiol valerate	1mg	Tablet	Oral	06040101	Oestrogens And HRT	February 2009
31330	99945001000027108	2	61000020	Estradio; 5m/ml injection	Estradiol Valerate	5mg/ml	Injection		06040101	Oestrogens And HRT	February 2009
40643	3658611000001104	43422	97267020	Sandrena 1mg gel sachets (Orion Pharma (UK) Ltd)	Estradiol hemihydrate	1mg	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	October 2009
60574	24576311000001100	7138	26703021	Estring 7.5micrograms/24hours vaginal delivery system (Pfizer Ltd)	Estradiol hemihydrate	7.5microgram/24hour	Vaginal delivery system	Vaginal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	July 2014
34174	235795001000027104	72	86956020	Conjugated oestrogens equine with medroxyprogesterone acetate 625micrograms with 10mg tablets	Medroxyprogesterone Acetate/Conjugated Oestrogens	625micrograms + 10mg	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
64287	28402511000001108	73	44837021	Lutigest 100mg vaginal tablets (Ferring Pharmaceuticals Ltd)	Progesterone	100mg	Pessary	Vaginal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	September 2015
8837	325540009	3813	52479020	Estradiol 25mg implant	Estradiol	25mg	Implant	Subcutaneous	06040101	Oestrogens And HRT	February 2009
37697	39112011000001100	26072	90863020	Estradiol 50micrograms/24hours transdermal patches	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
60637	16150911000001100	1	06660020	Climaval 1mg tablets (Lexon (UK) Ltd)	Estradiol valerate	1mg	Tablet	Oral	06040101	Oestrogens And HRT	July 2014
78025	35724711000001103	49	81901021	Senshio 60mg tablets (Shionogi BV)	Ospemifene	60mg	Tablet	Oral	06040101/06040104	Oestrogens And HRT/Selective Estrogen Receptor Modulators (Serms)	September 2019
986	2942911000001101	419207	69411020	Estraderm TTS 50 patches (Novartis Pharmaceuticals UK Ltd)	Estradiol	50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
76078	891011000001105	1	72821020	Clomifene 50mg tablets (A A H Pharmaceuticals Ltd)	Clomifene citrate	50mg	Tablet	Oral	06040104/06050150	Selective Estrogen Receptor Modulators (Serms)/Anti-Oestrogens	May 2019
18218	242835001000027107	1382	90889020	Estradiol 100micrograms/24hr twice weekly patch	Estradiol	100micrograms/24 hours	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
56868	3545011000001105	6	12962020	Generic Logynon ED tablets			Not applicable	Route of administration not applicable	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	August 2013
56480	15050811000001104	81	10274020	Evorel Conti patches (Waymade Healthcare Plc)	Norethisterone acetate/Estradiol	170microgram/24hour + 50microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	August 2013
20135	240045001000027100	37	88748020	Estradiol 75micrograms/24hr twice weekly patch	Estradiol	75 micrograms/24 hours (1.17mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
48570	19731511000001104	1168	38599020	Cerazette 75microgram tablets (Mawdsley-Brooks & Company Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	January 2013
82332	17811311000001109	0	07549020	Tamoxifen 20mg tablets (Phoenix Healthcare Distribution Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	January 2021
76795	16176411000001108	1	12923020	Femoston 2/10mg tablets (Lexon (UK) Ltd)			Not applicable	Route of administration not applicable	06040101/06040103/06040105	Oestrogens And HRT/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	July 2019
52480	19964011000001109	1	39510020	Estraderm MX 25 patches (Lexon (UK) Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	January 2013
63980	287511000001104	25	07542020	Tamofen 20 tablets (Pfizer Ltd)	Tamoxifen citrate	20mg	Tablet	Oral	06040104/06050100/08030401	Selective Estrogen Receptor Modulators (Serms)/Hypothalamic And Anterior Pituitary Hormones And Anti-Oestrogens/Breast Cancer	August 2015
58485	23269711000001105	24854	17471021	Zelleta 75microgram tablets (Morningside Healthcare Ltd)	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	January 2014
10201	400419002	876507	81169020	Desogestrel 75microgram tablets	Desogestrel	75microgram	Tablet	Oral	06040103/07030201	Progestogen Products Doubling (In House Use)/Oral Progestogen-Only Contraceptives	February 2009
6716	377360003	38402	52698020	Ethinylestradiol 30microgram / Drospirenone 3mg tablets	Drospirenone/Ethinylestradiol	3mg + 30microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	February 2009
6511	3913011000001107	6874	87764020	Cyclogest 200mg pessaries (L.D. Collins & Co. Ltd)	Progesterone	200mg	Pessary	Vaginal/Rectal	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	February 2009
43003	16614111000001103	68001	98046020	Levest 150/30 tablets (Morningside Healthcare Ltd)	Ethinylestradiol/Levonorgestrel	30microgram + 150microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	July 2010
77975	16179211000001100	1	14336020	FemSeven Sequi patches (Lexon (UK) Ltd)			Not applicable	Route of administration not applicable	06040101	Oestrogens And HRT	September 2019
83894	37939111000001106	45	91235021	Zalkya 2mg tablets (Kent Pharma (UK) Ltd)	Dienogest	2mg	Tablet	Oral	06040102/06040103	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)	May 2021
35745	8662611000001107	49	91836020	Megestrol 160mg/5ml oral suspension	Megestrol acetate	32mg/1ml	Oral suspension	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
82626	36041511000001108	91	10255020	Medroxyprogesterone 150mg/1ml suspension for injection vials	Medroxyprogesterone acetate	150mg/1ml	Suspension for injection	Intramuscular	06040103/07030202	Progestogen Products Doubling (In House Use)/Parenteral Progestogen-Only Contraceptives	January 2021
69143	16577211000001103	2	11363020	Femoston-conti 1mg/5mg tablets (Mawdsley-Brooks & Company Ltd)	Dydrogesterone/Estradiol	5mg + 1mg	Tablet	Oral	06040101/06040103	Oestrogens And HRT/Progestogen Products Doubling (In House Use)	April 2017
77280	224595001000027106	15	83839020	Estradiol 4mg tablets	Estradiol				06040101	Oestrogens And HRT	July 2019
37033	36065411000001104	9241	90865020	Estradiol 75micrograms/24hours transdermal patches	Estradiol	75microgram/24hour	Transdermal patch	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
12661	210785001000027109	590	79537020	Estradiol valerate with medroxyprogesterone acetate tablets	Estradiol Valerate/Medroxyprogesterone Acetate		Tablets	Oral	06040101	Oestrogens And HRT	February 2009
3649	327287004	35465	64371020	Megestrol 40mg tablets	Megestrol acetate	40mg	Tablet	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	February 2009
68492	12699911000001102	3	32757020	Megestrol 20mg/5ml oral suspension	Megestrol acetate	4mg/1ml	Oral suspension	Oral	06040103/08030200	Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	December 2016
21079	52785001000027101	8	54629020	Gestone 10mg/ml Injection (Ferring Pharmaceuticals Ltd)	Progesterone	10mg/ml	Injection		06040102	Progestogens And Progesterone Receptor Modulators	February 2009
18311	100055001000027101	124	61015020	Estriol 250micrograms tablets	Estriol	250micrograms	Tablets	Oral	06040101	Oestrogens And HRT	February 2009
77249	17623511000001100	39	06788020	Premarin 0.625mg tablets (Necessity Supplies Ltd)	Conjugated oestrogens	625microgram	Tablet	Oral	06040101	Oestrogens And HRT	July 2019
1427	3058111000001101	573198	55144020	Loestrin 20 tablets (Galen Ltd)	Norethisterone acetate/Ethinylestradiol	1mg + 20microgram	Tablet	Oral	06040103/07030150	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Low Strength (Oral)	February 2009
65005	21711311000001107	870	46990020	Ethinylestradiol 20microgram / Drospirenone 3mg tablets	Drospirenone/Ethinylestradiol	3mg + 20microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	December 2015
6059	194545001000027107	4673	74765020	Estradiol 100micrograms/24hr twice weekly patch	Estradiol	100mcg/24 hours (6.4mg/unit)	Twice Weekly Patch	Transdermal	06040101	Oestrogens And HRT	February 2009
66154	31364011000001106	37423	60939021	Cilique 250microgram/35microgram tablets (Gedeon Richter (UK) Ltd)	Norgestimate/Ethinylestradiol	250microgram + 35microgram	Tablet	Oral	06040103/07030152	Progestogen Products Doubling (In House Use)/Combined Hormonal Contraceptives - Standard Strength (Oral)	May 2016
43533	692011000001108	35	49646020	Ethinylestradiol 10microgram tablets (UCB Pharma Ltd)	Ethinylestradiol	10microgram	Tablet	Oral	06040101/08030100	Oestrogens And HRT/Oestrogens (In Malignant Disease)	September 2010
7381	325546003	66407	61003020	Estradiol 2mg tablets	Estradiol	2mg	Tablet	Oral	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
37004	11763511000001102	11746	93391020	Progesterone micronised 100mg capsules	Progesterone	100mg	Capsule	Oral	06040102/06040103/06040105	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/HRT Product - In Drug Tariff List (In House Use Only)	February 2009
54425	13941511000001106	3	06805020	Oestrogel Pump-Pack 0.06% gel (DE Pharmaceuticals)	Estradiol	600microgram/1gram	Gel	Transdermal	06040101/06040105	Oestrogens And HRT/HRT Product - In Drug Tariff List (In House Use Only)	April 2013
14580	2889911000001105	258	84435020	Dermestril 25 patches (Kyowa Kirin Ltd)	Estradiol	25microgram/24hour	Transdermal patch	Transdermal	06040101	Oestrogens And HRT	February 2009
7242	210345001000027101	7296	79411020	Estradiol 0.1% gel	Estradiol	0.1%	Gel	Topical	06040101	Oestrogens And HRT	February 2009
63388	15857211000001102	5	36639020	Medroxyprogesterone 10mg/5ml oral suspension	Medroxyprogesterone acetate	2mg/1ml	Oral suspension	Oral	06040102/06040103/08030200	Progestogens And Progesterone Receptor Modulators/Progestogen Products Doubling (In House Use)/Progestogens (In Malignant Disease)	June 2015
